k,iteration_mean,iteration_stdev,silhouette_scores_mean,silhouette_scores_stdev,calinski_harabaz_scores_mean,calinski_harabaz_scores_stdev
2,5.71,1.5973146657481554,0.29644438897684877,2.7620675300057575e-17,118.32753851028677,2.3940038763187534e-14
3,8.72,4.320680829253977,0.29014462080509673,0.003891703086551851,82.82497675631595,0.3056667144652167
4,9.37,4.469097032156304,0.3057433274818,0.0007208590028561714,71.6192179879716,0.05452408485403724
5,8.98,3.842820933542536,0.23783297922310906,0.030989483081605575,61.014808223634304,0.8539215981741547
