mean_accuracy,stdev_accuracy,mean_recall,stdev_recall,mean_sf1,stdev_sf1
0.9092857142857146,0.021667736998442724,0.8898151137547319,0.028991959647616517,0.7307745443314306,0.02868732738133351
0.9137857142857142,0.020311301262536826,0.9136650521208264,0.02602777893318825,0.7365373436425787,0.02851359998774918
0.9016428571428573,0.019916725210348072,0.8822107002609194,0.026862202236499412,0.7309343717771979,0.02698788695100912
0.9131428571428571,0.016486971924790025,0.8993955310032313,0.02484213731026905,0.7340223185549739,0.023631354152095864
0.9034285714285712,0.02307257780633887,0.8884911636037862,0.03262395778076956,0.736704375460479,0.029455041764951197
0.9144285714285713,0.02198601530744384,0.9005311141229998,0.02915043640786411,0.7388277133947763,0.027921190010269173
0.905,0.02195129632688782,0.8863576574220032,0.028593940719913225,0.7313583255244868,0.02851348846222149
0.9097142857142859,0.02091791734687501,0.8981706864445677,0.02581748912399326,0.734394701473055,0.02828716043966375
0.9070714285714289,0.018952549543508234,0.889563116407458,0.026000765977845366,0.7356471501176804,0.026407707811024708
0.9052857142857142,0.02237266126245474,0.8897910817217739,0.028979798839817977,0.7346636929912941,0.028959752952809732
0.898,0.022543848567294536,0.8792568164382228,0.030047180700068205,0.7337024631717542,0.02756775295798571
0.9049285714285713,0.02321098322607577,0.8871230366786941,0.02981309230661398,0.7321695891356756,0.029126493070867582
0.8955714285714288,0.025131687798509102,0.8761992340355451,0.03305008697478867,0.7297340662016625,0.030097189997090153
0.8939285714285714,0.025851306413604,0.8758651366071757,0.03248918856841249,0.7327016498638866,0.031057077365693374
0.8906428571428577,0.02345394659331125,0.8683843444881539,0.03094966829490558,0.7308230294247263,0.02840223807702142
0.8912142857142858,0.025620620656900055,0.8719136954483535,0.032944109532153085,0.7326068869704905,0.026745779794129308
0.8812142857142858,0.027536355534239075,0.8566089326131031,0.036432270389828915,0.7237808128878354,0.03408531777038535
0.8833571428571428,0.028227639450412532,0.8626069889567145,0.034520064066771154,0.7226912152564161,0.026605343881312346
0.876071428571429,0.030615465713886656,0.8513223603098484,0.04027716433725238,0.7248601276971987,0.03390711648824599
0.8812857142857143,0.027910464378995286,0.8598131835933693,0.03779315482984515,0.7267908375565431,0.0308400226270687
0.8738571428571424,0.0266144355520975,0.8491694604850083,0.032036479246748004,0.7229428845479998,0.02672287459845882
0.8757142857142856,0.02817180849095055,0.853927626901502,0.03776326077637569,0.722196528755212,0.030899214983044043
0.864642857142857,0.025469716376078498,0.8384260405840638,0.03421623783635021,0.717167683924616,0.03169964184763534
0.8647857142857147,0.02491492430043307,0.8387205693868605,0.032620818622390434,0.7112554933438848,0.027864195207691015
0.8609999999999998,0.026462966581405803,0.83561303812129,0.034050020541423386,0.716930081797375,0.03030620187199414
0.8642857142857143,0.02752409412815901,0.8386646414606506,0.03560291606430082,0.7183703336504971,0.03064589973508457
0.8628571428571431,0.02552277571079424,0.8366380442162423,0.0317637651576508,0.719206345063132,0.029634109344238553
0.8637857142857145,0.027547582567221333,0.8394483560158528,0.03749081654261733,0.7190043976876068,0.035071226363910996
0.8552142857142855,0.0252559562707303,0.8264637327074348,0.030737102691259267,0.7151730512017128,0.030183342957348296
0.8649999999999995,0.027552165623602107,0.8389971100746737,0.03576599427233274,0.72129294951442,0.03214390759670408
0.8512142857142858,0.028445882175451007,0.822949643006406,0.03752827702374304,0.7118520047983788,0.03457727122445085
0.8544285714285713,0.026489438897774796,0.8262812732990744,0.033795310484810714,0.7132611175247441,0.029799042060465075
0.8478571428571426,0.029781378910112143,0.8191727513706393,0.03760660802172554,0.7126999470111935,0.03114940008494672
0.8587142857142858,0.024229627110873432,0.8341369782608666,0.031699151259544256,0.7235282947134043,0.030222369195009133
0.8458571428571429,0.029723871802595406,0.8160043178357322,0.03806282402087013,0.7103897088416267,0.0323188605047062
0.8445714285714288,0.028519433207918547,0.8151104200671688,0.03628269512985878,0.7106128091763669,0.031020531935904795
0.8467142857142858,0.029779994502389658,0.8170867065693382,0.03833734130059005,0.7148608046283654,0.03305522036809197
0.8433571428571426,0.024832047672928445,0.8125251469062149,0.032256800140972285,0.708445415676237,0.027810599877495703
0.8439285714285713,0.03258869887194257,0.8146474339054037,0.04044460308455572,0.7166131275054362,0.031623743698993644
0.8379285714285716,0.032609566669672845,0.8061013399742065,0.03985778954008819,0.7052234965397388,0.030733237755161683
0.8336428571428572,0.032013045552545784,0.8020897370008564,0.04073373086045483,0.7095488576108409,0.03229299234993039
0.8348571428571431,0.03030933762435886,0.8043370068836816,0.038656665531431315,0.7087265060712834,0.03153064503317196
0.8357857142857145,0.03360273018032979,0.8040050879642351,0.04339310105698259,0.7111250810543912,0.035646620544932055
0.8309999999999998,0.030069321407015084,0.8007734433193751,0.03771898067016396,0.7059221980765884,0.028882766983113206
0.8233571428571429,0.038643978053321724,0.7905573456741429,0.0460234536117112,0.7049941388766778,0.03524599953131859
0.8264285714285715,0.037735039547448404,0.7948951763536612,0.04500894566109209,0.7063875608383114,0.035404121879159416
0.8169285714285713,0.036232246912759156,0.7841491220304206,0.04394731276485296,0.7008960612902243,0.03317841147590823
0.819857142857143,0.0382111332329708,0.7879892219620298,0.04663377056343529,0.7035328619075232,0.03602000731495409
0.8162857142857142,0.041638271091147684,0.7847242042686076,0.05001556131759357,0.7040800071371411,0.03916760472886753
0.8170714285714284,0.033654834833169334,0.7832385208663023,0.04088588134183627,0.7014074559936917,0.032598126904721664
0.8123571428571427,0.03876381660303172,0.7791885402365374,0.04540962992171827,0.7020975406181087,0.033855166917168056
0.8080714285714288,0.03446823411576466,0.7735638193646912,0.039672622259123026,0.6957889828133276,0.030185007389485062
0.8142142857142859,0.035293261486133466,0.783175859667188,0.04144500165708384,0.7083156018332605,0.0328183991749238
0.8049285714285714,0.045080552745365314,0.7719055138783045,0.050356945144412885,0.6979697433327101,0.037790812794552486
0.7998571428571428,0.03926741013961013,0.7673866928197597,0.045146912521155866,0.6972969905711593,0.03452139453724339
