k;accuracy_mean;accuracy_stdev;precision_mean;precision_stdev;recall_mean;recall_stdev;f1_score_mean;f1_score_stdev
1;0,8779285714285714;0,02572580710304082;0,8549761176818135;0,0337279730387183;0,9753303244520451;0,019029809264800898;0,910690846233366;0,019435465828347553
2;0,8927857142857143;0,02553276882880392;0,886889310832141;0,03405218291849742;0,9551974869808352;0,025230869698045704;0,9191768879481053;0,01961585773695624
3;0,8746428571428572;0,02583136326200407;0,8466118013544164;0,03370009440801967;0,9826908428498716;0,012995210779371205;0,9091526232636861;0,019345929590342974
4;0,8922142857142857;0,024198020945669807;0,8708643475153551;0,03336595020614575;0,9770482830101089;0,015219193144316879;0,9204515111889309;0,01838985312926288
5;0,869;0,025947713945512516;0,8402117414023845;0,032786918747755696;0,9825940616419124;0,014102879724649993;0,9054303648612149;0,019433164618107547
6;0,8817857142857143;0,024958737335192674;0,8575485003540048;0,03209038753392366;0,9779812612398825;0,015309587523772523;0,9134281825934658;0,01909396912317541
7;0,8655714285714285;0,026694867586730946;0,8364502066956373;0,03344905489218785;0,9827465387766646;0,014201396372445656;0,9032656880281432;0,019480863859275274
8;0,8762857142857143;0,026276521386398573;0,8505459498516647;0,03331293786039157;0,9792746077139558;0,014952705375429814;0,9099494595390019;0,019550398051480858
9;0,8569285714285715;0,03214413978521492;0,8265164935395779;0,03980878201972195;0,9844410915638202;0,013831631005872843;0,8979307328154819;0,022698121865149353
10;0,8644285714285714;0,030943721732473804;0,8364967155547749;0,03948970271862584;0,9812041812462232;0,014946113215831495;0,9024400730629721;0,022228148635229525
11;0,8447857142857143;0,039553462511128575;0,8131556754508543;0,04637655268638468;0,9864138961049222;0,012371749343088021;0,8905651973494821;0,026904160466729915
12;0,8515714285714285;0,036443917770251556;0,8216167732741785;0,043901053964358984;0,9833444834142868;0,013761793801021598;0,8944495578307883;0,02542016205378125
13;0,8292857142857143;0,045837901048605446;0,7966907698167971;0,0503760198450159;0,9886139525228997;0,01176458663875444;0,8813261780258499;0,030301781023888474
14;0,8376428571428571;0,043700869872614324;0,8056372638894127;0,049107966826723304;0,9872708640709463;0,012699098460133063;0,8862916647786928;0,029244222582837574
15;0,8136428571428571;0,050620709147532215;0,7803141289425671;0,05331322785680246;0,9920032527925006;0,009872781034169198;0,8723640046987491;0,032500497453905396
16;0,8222857142857143;0,04884018675749202;0,7892211270374867;0,05252775320240429;0,9906869601500129;0,011191266333302707;0,8774115540577658;0,031464725620356244
17;0,7967857142857143;0,05536906960844924;0,7642216932772212;0,05598437813683429;0,9937900508605801;0,008331707540698823;0,862744903920709;0,03480222285547392
18;0,8049285714285714;0,05358412547948655;0,772207029896348;0,05547325494391303;0,9925931467202673;0,00987985140257839;0,8673683728516821;0,03387233675551044
19;0,7802142857142857;0,05704225451581812;0,7488150905026272;0,05583978823761221;0,9952471751370692;0,0075235396594190325;0,8533487073040456;0,03551675903199055
20;0,7881428571428571;0,05708167720559362;0,7564126814925894;0,056774115224215646;0,9940310915574321;0,008315065955740735;0,8577773765379479;0,03571941066773224
21;0,7606428571428572;0,05719239375225311;0,7316481103174693;0,05445598350529311;0,9960413934870521;0,006878106575968208;0,8423763234644449;0,03529945339864903
22;0,7698571428571429;0,05667721535924441;0,7401058348501256;0,05562281785234471;0,9947334204084898;0,008244057230717056;0,8474052900149754;0,035058592582386555
23;0,7473571428571428;0,056859461401384155;0,7200619010947525;0,05332290630537361;0,9976047654358147;0,005489926236412359;0,8352147093854821;0,034937112677013556
24;0,7555;0,05624158472519749;0,727134462149103;0,05378328434538901;0,996496652130513;0,006387919404803142;0,8395496064159141;0,034756926539365705
25;0,7328571428571429;0,050833092550906366;0,7077779550274373;0,04745345660095126;0,9977077907490876;0,004942336867139521;0,8271312802971692;0,03158841482153592
26;0,7407857142857143;0,05253121893788865;0,7142747034115455;0,04943472777383191;0,9976067806480775;0,004997924337380927;0,8314551351065451;0,03263364395419438
27;0,7215714285714285;0,04839178220133795;0,6984038364785016;0,04456165024242941;0,9988039536886346;0,003722347815898659;0,8211753533931344;0,030383794762063467
28;0,7283571428571428;0,05021552189767405;0,70391195380292;0,04650548182532167;0,9984752386941009;0,004073500824715863;0,8247944064728078;0,031385739429295324
29;0,7122857142857143;0,046458587256059586;0,6910312994998483;0,042744268044407216;0,9993511002089202;0,002581900155785983;0,8163031247967804;0,0294833348290632
30;0,7173571428571428;0,04704475121392445;0,6950064613153049;0,04342486693868178;0,999025757764963;0,0031146982964504123;0,8189373160403224;0,029765095792751075
31;0,7021428571428572;0,0438144642424181;0,6832277796206667;0,04029755988802814;0,999684141259048;0,001805298903386032;0,8110161488226385;0,028184210746270196
32;0,7058571428571428;0,045531968694096384;0,6861034713797493;0,041737475051785385;0,9995717817084863;0,0021094725724440694;0,8129579109094196;0,029072433544704915
33;0,6940714285714286;0,04370322837830698;0,6772979248178544;0,039761842527588145;0,9997812574707148;0,0015394976165774776;0,80686647892713;0,028195101482846346
34;0,6981428571428572;0,04476996335307114;0,6803132505213644;0,040751827879201605;0,9997812574707148;0,0015394976165774776;0,808975032290299;0,028761251011124506
35;0,6857857142857143;0,0417422937660074;0,6712396161586259;0,03797939997236891;0,9998936170212765;0,0010638297872340387;0,8026333680913926;0,027212152954291684
36;0,6895714285714286;0,04265730223456645;0,6739737711096342;0,03887674155072998;0,9998936170212765;0,0010638297872340387;0,8045621990961385;0,02773337463715847
37;0,6793571428571429;0,04097471202285132;0,6666468056097855;0,03737742140940884;1,0;0,0;0,7993874134511006;0,026957027186097018
38;0,6829285714285714;0,041882803672330216;0,6691925104603094;0,03814200114158058;1,0;0,0;0,8011961875617073;0,027402671769791526
39;0,6744285714285714;0,04057385721243461;0,6632126098076994;0,03696937760534409;1,0;0,0;0,7969190295968932;0,02677130018232056
40;0,6772142857142858;0,041472273809733354;0,665181571147972;0,037718270722673426;1,0;0,0;0,7983191725149804;0,027240209390757487
41;0,6702142857142858;0,038593267827215394;0,6602253485971991;0,03555418291971022;1,0;0,0;0,7947967160563347;0,02583654197365827
42;0,672;0,0393683376205913;0,6614852669604797;0,03612268540237177;1,0;0,0;0,7956942282020149;0,02619256041229575
43;0,665;0,03729544636442562;0,6566272012807888;0,03465683860063639;1,0;0,0;0,7922050712362041;0,025248850245915694
44;0,6667857142857143;0,03763760570251427;0,6579056180315547;0,03498933211613328;0,9997870171066048;0,0014991695052345914;0,7930554145115731;0,025394594667145234
45;0,6607142857142857;0,03628689593694694;0,6537573427587986;0,033949711272289906;0,9997870171066048;0,0014991695052345914;0,7900568713442659;0,024766756780789986
46;0,6627857142857143;0,03645402726580568;0,6551538880159944;0,03407126283264996;0,9997870171066048;0,0014991695052345914;0,7910746804769534;0,024830087926807805
47;0,6574285714285715;0,034991532385607996;0,6515095531687952;0,03311742177296877;0,9997870171066048;0,0014991695052345914;0,7884343019872051;0,02421282449910407
48;0,6587142857142857;0,03557085194569637;0,6524134565498568;0,03353089979400108;0,9996771269967146;0,0018460256176378936;0,7890492467213859;0,024476262480601897
49;0,6545;0,03437840704803795;0,6495677081143227;0,03270140866568379;0,9996771269967146;0,0018460256176378936;0,7869839758778652;0,02394947976500204
50;0,6560714285714285;0,034821081694353974;0,6506532165233838;0,03303665557893762;0,9995707440179912;0,002114273896787882;0,7877359858007055;0,02413271840422039
51;0,6525714285714286;0,03399952708027168;0,6482905333140045;0,03242182480864001;0,9996806341278813;0,0018257792254219073;0,7860505141673139;0,02372611231624274
52;0,6534285714285715;0,034345786719004574;0,6489357819900653;0,03265173166103466;0,999350963798211;0,003398449888379172;0,7864142995881939;0,023873980775782667
53;0,6502142857142857;0,032810604472052626;0,6467678037579457;0,03159455765900345;0,999350963798211;0,003398449888379172;0,784846502506401;0,023143556879247754
